Year,State,Sex,Education,Count
Aug-20,Northern Territory,Female,Advanced Diploma or Diploma,6400
Aug-20,Northern Territory,Female,Certificate III or IV,6600
Aug-20,Northern Territory,Female,Year 12 or equivalent,11400
Aug-20,Northern Territory,Female,Year 11 or equivalent,3100
Aug-20,Northern Territory,Female,Year 10 or equivalent,3900
Aug-20,Australian Capital Territory,Male,Postgraduate Degree,20600
Aug-20,Australian Capital Territory,Male,Graduate Diploma or Certificate,4700
Aug-20,Australian Capital Territory,Male,Bachelor Degree,36100
Aug-20,Australian Capital Territory,Male,Advanced Diploma or Diploma,11100
Aug-20,Australian Capital Territory,Male,Certificate III or IV,17100
Aug-20,Australian Capital Territory,Male,Year 12 or equivalent,22800
Aug-20,Australian Capital Territory,Male,Year 11 or equivalent,4200
Aug-20,Australian Capital Territory,Male,Year 10 or equivalent,4700
Aug-20,Australian Capital Territory,Female,Postgraduate Degree,19800
Aug-20,Australian Capital Territory,Female,Graduate Diploma or Certificate,9200
Aug-20,Australian Capital Territory,Female,Bachelor Degree,36900
Aug-20,Australian Capital Territory,Female,Advanced Diploma or Diploma,10400
Aug-20,Australian Capital Territory,Female,Certificate III or IV,9400
Aug-20,Australian Capital Territory,Female,Year 12 or equivalent,24600
Aug-20,Australian Capital Territory,Female,Year 11 or equivalent,2500
Aug-20,Australian Capital Territory,Female,Year 10 or equivalent,5100
Aug-20,Total,Male,Postgraduate Degree,622800
Aug-20,Total,Male,Graduate Diploma or Certificate,191400
Aug-20,Total,Male,Bachelor Degree,1329900
Aug-20,Total,Male,Advanced Diploma or Diploma,646800
Aug-20,Total,Male,Certificate III or IV,1489200
Aug-20,Total,Male,Year 12 or equivalent,1147000
Aug-20,Total,Male,Year 11 or equivalent,279900
Aug-20,Total,Male,Year 10 or equivalent,494400
Aug-20,Total,Female,Postgraduate Degree,582700
Aug-20,Total,Female,Graduate Diploma or Certificate,323400
Aug-20,Total,Female,Bachelor Degree,1569400
Aug-20,Total,Female,Advanced Diploma or Diploma,724200
Aug-20,Total,Female,Certificate III or IV,777700
Aug-20,Total,Female,Year 12 or equivalent,1007800
Aug-20,Total,Female,Year 11 or equivalent,250000
Aug-20,Total,Female,Year 10 or equivalent,382300
Aug-21,New South Wales,Male,Postgraduate Degree,236300
Aug-21,New South Wales,Male,Graduate Diploma or Certificate,65200
Aug-21,New South Wales,Male,Bachelor Degree,478000
Aug-21,New South Wales,Male,Advanced Diploma or Diploma,200800
Aug-21,New South Wales,Male,Certificate III or IV,426400
Aug-21,New South Wales,Male,Year 12 or equivalent,325700
Aug-21,New South Wales,Male,Year 11 or equivalent,53200
Aug-21,New South Wales,Male,Year 10 or equivalent,154900
Aug-21,New South Wales,Female,Postgraduate Degree,218300
Aug-21,New South Wales,Female,Graduate Diploma or Certificate,97000
Aug-21,New South Wales,Female,Bachelor Degree,551400
Aug-21,New South Wales,Female,Advanced Diploma or Diploma,214600
Aug-21,New South Wales,Female,Certificate III or IV,233400
Aug-21,New South Wales,Female,Year 12 or equivalent,274600
Aug-21,New South Wales,Female,Year 11 or equivalent,49300
Aug-21,New South Wales,Female,Year 10 or equivalent,108100
Aug-21,Victoria,Male,Postgraduate Degree,177500
Aug-21,Victoria,Male,Graduate Diploma or Certificate,54400
Aug-21,Victoria,Male,Bachelor Degree,425200
Aug-21,Victoria,Male,Advanced Diploma or Diploma,176000
Aug-21,Victoria,Male,Certificate III or IV,344300
Aug-21,Victoria,Male,Year 12 or equivalent,319700
Aug-21,Victoria,Male,Year 11 or equivalent,98700
Aug-21,Victoria,Male,Year 10 or equivalent,76000
Aug-21,Victoria,Female,Postgraduate Degree,168900
Aug-21,Victoria,Female,Graduate Diploma or Certificate,88800
Aug-21,Victoria,Female,Bachelor Degree,461400
Aug-21,Victoria,Female,Advanced Diploma or Diploma,189300
Aug-21,Victoria,Female,Certificate III or IV,160800
Aug-21,Victoria,Female,Year 12 or equivalent,259400
Aug-21,Victoria,Female,Year 11 or equivalent,88400
Aug-21,Victoria,Female,Year 10 or equivalent,75700
Aug-21,Queensland,Male,Postgraduate Degree,95500
Aug-21,Queensland,Male,Graduate Diploma or Certificate,37200
Aug-21,Queensland,Male,Bachelor Degree,214300
Aug-21,Queensland,Male,Advanced Diploma or Diploma,128100
Aug-21,Queensland,Male,Certificate III or IV,382500
Aug-21,Queensland,Male,Year 12 or equivalent,295300
Aug-21,Queensland,Male,Year 11 or equivalent,38600
Aug-21,Queensland,Male,Year 10 or equivalent,115000
Aug-21,Queensland,Female,Postgraduate Degree,87200
Aug-21,Queensland,Female,Graduate Diploma or Certificate,56600
Aug-21,Queensland,Female,Bachelor Degree,281800
Aug-21,Queensland,Female,Advanced Diploma or Diploma,164300
Aug-21,Queensland,Female,Certificate III or IV,220000
Aug-21,Queensland,Female,Year 12 or equivalent,261300
Aug-21,Queensland,Female,Year 11 or equivalent,45200
Aug-21,Queensland,Female,Year 10 or equivalent,108300
Aug-21,South Australia,Male,Postgraduate Degree,28700
Aug-21,South Australia,Male,Graduate Diploma or Certificate,10400
Aug-21,South Australia,Male,Bachelor Degree,82800
Aug-21,South Australia,Male,Advanced Diploma or Diploma,37600
Aug-21,South Australia,Male,Certificate III or IV,117000
Aug-21,South Australia,Male,Year 12 or equivalent,89000
Aug-21,South Australia,Male,Year 11 or equivalent,40000
Aug-21,South Australia,Male,Year 10 or equivalent,30400
Aug-21,South Australia,Female,Postgraduate Degree,36700
Aug-21,South Australia,Female,Graduate Diploma or Certificate,20200
Aug-21,South Australia,Female,Bachelor Degree,97000
Aug-21,South Australia,Female,Advanced Diploma or Diploma,52300
Aug-21,South Australia,Female,Certificate III or IV,70100
Aug-21,South Australia,Female,Year 12 or equivalent,76800
Aug-21,South Australia,Female,Year 11 or equivalent,33000
Aug-21,South Australia,Female,Year 10 or equivalent,18400
Aug-21,Western Australia,Male,Postgraduate Degree,59700
Aug-21,Western Australia,Male,Graduate Diploma or Certificate,25400
Aug-21,Western Australia,Male,Bachelor Degree,126000
Aug-21,Western Australia,Male,Advanced Diploma or Diploma,77700
Aug-21,Western Australia,Male,Certificate III or IV,219200
Aug-21,Western Australia,Male,Year 12 or equivalent,129500
Aug-21,Western Australia,Male,Year 11 or equivalent,32900
Aug-21,Western Australia,Male,Year 10 or equivalent,64100
Aug-21,Western Australia,Female,Postgraduate Degree,42300
Aug-21,Western Australia,Female,Graduate Diploma or Certificate,46100
Aug-21,Western Australia,Female,Bachelor Degree,159800
Aug-21,Western Australia,Female,Advanced Diploma or Diploma,83500
Aug-21,Western Australia,Female,Certificate III or IV,99700
Aug-21,Western Australia,Female,Year 12 or equivalent,130700
Aug-21,Western Australia,Female,Year 11 or equivalent,27900
Aug-21,Western Australia,Female,Year 10 or equivalent,57800
Aug-21,Tasmania,Male,Postgraduate Degree,13800
Aug-21,Tasmania,Male,Graduate Diploma or Certificate,4400
Aug-21,Tasmania,Male,Bachelor Degree,19400
Aug-21,Tasmania,Male,Advanced Diploma or Diploma,11900
Aug-21,Tasmania,Male,Certificate III or IV,40000
Aug-21,Tasmania,Male,Year 12 or equivalent,21800
Aug-21,Tasmania,Male,Year 11 or equivalent,7700
Aug-21,Tasmania,Male,Year 10 or equivalent,17800
Aug-21,Tasmania,Female,Postgraduate Degree,14700
Aug-21,Tasmania,Female,Graduate Diploma or Certificate,5500
Aug-21,Tasmania,Female,Bachelor Degree,28400
Aug-21,Tasmania,Female,Advanced Diploma or Diploma,9300
Aug-21,Tasmania,Female,Certificate III or IV,27400
Aug-21,Tasmania,Female,Year 12 or equivalent,17600
Aug-21,Tasmania,Female,Year 11 or equivalent,5500
Aug-21,Tasmania,Female,Year 10 or equivalent,17500
Aug-21,Northern Territory,Male,Postgraduate Degree,3900
Aug-21,Northern Territory,Male,Graduate Diploma or Certificate,1300
Aug-21,Northern Territory,Male,Bachelor Degree,12000
Aug-21,Northern Territory,Male,Advanced Diploma or Diploma,6600
Aug-21,Northern Territory,Male,Certificate III or IV,16500
Aug-21,Northern Territory,Male,Year 12 or equivalent,11700
Aug-21,Northern Territory,Male,Year 11 or equivalent,2700
Aug-21,Northern Territory,Male,Year 10 or equivalent,4500
Aug-21,Northern Territory,Female,Postgraduate Degree,6400
Aug-21,Northern Territory,Female,Graduate Diploma or Certificate,4300
Aug-21,Northern Territory,Female,Bachelor Degree,13500
Aug-21,Northern Territory,Female,Advanced Diploma or Diploma,5800
Aug-21,Northern Territory,Female,Certificate III or IV,9100
Aug-21,Northern Territory,Female,Year 12 or equivalent,9300
Aug-21,Northern Territory,Female,Year 11 or equivalent,3600
Aug-21,Northern Territory,Female,Year 10 or equivalent,3500
Aug-21,Australian Capital Territory,Male,Postgraduate Degree,23400
Aug-21,Australian Capital Territory,Male,Graduate Diploma or Certificate,6700
Aug-21,Australian Capital Territory,Male,Bachelor Degree,34100
Aug-21,Australian Capital Territory,Male,Advanced Diploma or Diploma,12800
Aug-21,Australian Capital Territory,Male,Certificate III or IV,14500
Aug-21,Australian Capital Territory,Male,Year 12 or equivalent,24600
Aug-21,Australian Capital Territory,Male,Year 11 or equivalent,3600
Aug-21,Australian Capital Territory,Male,Year 10 or equivalent,5400
Aug-21,Australian Capital Territory,Female,Postgraduate Degree,19800
Aug-21,Australian Capital Territory,Female,Graduate Diploma or Certificate,8300
Aug-21,Australian Capital Territory,Female,Bachelor Degree,38200
Aug-21,Australian Capital Territory,Female,Advanced Diploma or Diploma,9400
Aug-21,Australian Capital Territory,Female,Certificate III or IV,12400
Aug-21,Australian Capital Territory,Female,Year 12 or equivalent,20300
Aug-21,Australian Capital Territory,Female,Year 11 or equivalent,700
Aug-21,Australian Capital Territory,Female,Year 10 or equivalent,8200
Aug-21,Total,Male,Postgraduate Degree,639000
Aug-21,Total,Male,Graduate Diploma or Certificate,202500
Aug-21,Total,Male,Bachelor Degree,1393200
Aug-21,Total,Male,Advanced Diploma or Diploma,654500
Aug-21,Total,Male,Certificate III or IV,1563400
Aug-21,Total,Male,Year 12 or equivalent,1218100
Aug-21,Total,Male,Year 11 or equivalent,283200
Aug-21,Total,Male,Year 10 or equivalent,468700
Aug-21,Total,Female,Postgraduate Degree,597900
Aug-21,Total,Female,Graduate Diploma or Certificate,327300
Aug-21,Total,Female,Bachelor Degree,1629700
Aug-21,Total,Female,Advanced Diploma or Diploma,731700
Aug-21,Total,Female,Certificate III or IV,831400
Aug-21,Total,Female,Year 12 or equivalent,1050500
Aug-21,Total,Female,Year 11 or equivalent,252800
Aug-21,Total,Female,Year 10 or equivalent,393800
Aug-22,New South Wales,Male,Postgraduate Degree,228700
Aug-22,New South Wales,Male,Graduate Diploma or Certificate,57600
Aug-22,New South Wales,Male,Bachelor Degree,456300
Aug-22,New South Wales,Male,Advanced Diploma or Diploma,209300
Aug-22,New South Wales,Male,Certificate III or IV,469000
Aug-22,New South Wales,Male,Year 12 or equivalent,442400
Aug-22,New South Wales,Male,Year 11 or equivalent,57700
Aug-22,New South Wales,Male,Year 10 or equivalent,163900
Aug-22,New South Wales,Female,Postgraduate Degree,230400
Aug-22,New South Wales,Female,Graduate Diploma or Certificate,82200
Aug-22,New South Wales,Female,Bachelor Degree,540800
Aug-22,New South Wales,Female,Advanced Diploma or Diploma,223800
Aug-22,New South Wales,Female,Certificate III or IV,273500
Aug-22,New South Wales,Female,Year 12 or equivalent,358300
Aug-22,New South Wales,Female,Year 11 or equivalent,52600
Aug-22,New South Wales,Female,Year 10 or equivalent,144700
Aug-22,Victoria,Male,Postgraduate Degree,188000
Aug-22,Victoria,Male,Graduate Diploma or Certificate,70900
Aug-22,Victoria,Male,Bachelor Degree,402800
Aug-22,Victoria,Male,Advanced Diploma or Diploma,192800
Aug-22,Victoria,Male,Certificate III or IV,396000
Aug-22,Victoria,Male,Year 12 or equivalent,313300
Aug-22,Victoria,Male,Year 11 or equivalent,78700
Aug-22,Victoria,Male,Year 10 or equivalent,102200
Aug-22,Victoria,Female,Postgraduate Degree,201300
Aug-22,Victoria,Female,Graduate Diploma or Certificate,101900
Aug-22,Victoria,Female,Bachelor Degree,466600
Aug-22,Victoria,Female,Advanced Diploma or Diploma,222200
Aug-22,Victoria,Female,Certificate III or IV,173600
Aug-22,Victoria,Female,Year 12 or equivalent,251600
Aug-22,Victoria,Female,Year 11 or equivalent,78200
Aug-22,Victoria,Female,Year 10 or equivalent,78200
Aug-22,Queensland,Male,Postgraduate Degree,92500
Aug-22,Queensland,Male,Graduate Diploma or Certificate,34400
Aug-22,Queensland,Male,Bachelor Degree,247700
Aug-22,Queensland,Male,Advanced Diploma or Diploma,124600
Aug-22,Queensland,Male,Certificate III or IV,390400
Aug-22,Queensland,Male,Year 12 or equivalent,287200
Aug-22,Queensland,Male,Year 11 or equivalent,58500
Aug-22,Queensland,Male,Year 10 or equivalent,109100
Aug-22,Queensland,Female,Postgraduate Degree,101500
Aug-22,Queensland,Female,Graduate Diploma or Certificate,56400
Aug-22,Queensland,Female,Bachelor Degree,312900
Aug-22,Queensland,Female,Advanced Diploma or Diploma,164700
Aug-22,Queensland,Female,Certificate III or IV,244700
Aug-22,Queensland,Female,Year 12 or equivalent,245800
Aug-22,Queensland,Female,Year 11 or equivalent,42700
Aug-22,Queensland,Female,Year 10 or equivalent,108000
Aug-22,South Australia,Male,Postgraduate Degree,33800
Aug-22,South Australia,Male,Graduate Diploma or Certificate,14400
Aug-22,South Australia,Male,Bachelor Degree,78300
Aug-22,South Australia,Male,Advanced Diploma or Diploma,43900
Aug-22,South Australia,Male,Certificate III or IV,118700
Aug-22,South Australia,Male,Year 12 or equivalent,94000
Aug-22,South Australia,Male,Year 11 or equivalent,33600
Aug-22,South Australia,Male,Year 10 or equivalent,35300
Aug-22,South Australia,Female,Postgraduate Degree,39000
Aug-22,South Australia,Female,Graduate Diploma or Certificate,18200
Aug-22,South Australia,Female,Bachelor Degree,94100
Aug-22,South Australia,Female,Advanced Diploma or Diploma,50600
Aug-22,South Australia,Female,Certificate III or IV,74700
Aug-22,South Australia,Female,Year 12 or equivalent,87400
Aug-22,South Australia,Female,Year 11 or equivalent,28900
Aug-22,South Australia,Female,Year 10 or equivalent,23800
Aug-22,Western Australia,Male,Postgraduate Degree,69600
Aug-22,Western Australia,Male,Graduate Diploma or Certificate,18100
Aug-22,Western Australia,Male,Bachelor Degree,141100
Aug-22,Western Australia,Male,Advanced Diploma or Diploma,79100
Aug-22,Western Australia,Male,Certificate III or IV,212300
Aug-22,Western Australia,Male,Year 12 or equivalent,149600
Aug-22,Western Australia,Male,Year 11 or equivalent,35600
Aug-22,Western Australia,Male,Year 10 or equivalent,60800
Aug-22,Western Australia,Female,Postgraduate Degree,50900
Aug-22,Western Australia,Female,Graduate Diploma or Certificate,38700
Aug-22,Western Australia,Female,Bachelor Degree,168000
Aug-22,Western Australia,Female,Advanced Diploma or Diploma,85300
Aug-22,Western Australia,Female,Certificate III or IV,103700
Aug-22,Western Australia,Female,Year 12 or equivalent,128000
Aug-22,Western Australia,Female,Year 11 or equivalent,34700
Aug-22,Western Australia,Female,Year 10 or equivalent,62200
Aug-22,Tasmania,Male,Postgraduate Degree,12800
Aug-22,Tasmania,Male,Graduate Diploma or Certificate,3300
Aug-22,Tasmania,Male,Bachelor Degree,20600
Aug-22,Tasmania,Male,Advanced Diploma or Diploma,13500
Aug-22,Tasmania,Male,Certificate III or IV,40400
Aug-22,Tasmania,Male,Year 12 or equivalent,21400
Aug-22,Tasmania,Male,Year 11 or equivalent,5500
Aug-22,Tasmania,Male,Year 10 or equivalent,20000
Aug-22,Tasmania,Female,Postgraduate Degree,14700
Aug-22,Tasmania,Female,Graduate Diploma or Certificate,6800
Aug-22,Tasmania,Female,Bachelor Degree,28000
Aug-22,Tasmania,Female,Advanced Diploma or Diploma,13800
Aug-22,Tasmania,Female,Certificate III or IV,25400
Aug-22,Tasmania,Female,Year 12 or equivalent,17400
Aug-22,Tasmania,Female,Year 11 or equivalent,7200
Aug-22,Tasmania,Female,Year 10 or equivalent,18600
Aug-22,Northern Territory,Male,Postgraduate Degree,3500
Aug-22,Northern Territory,Male,Graduate Diploma or Certificate,1700
Aug-22,Northern Territory,Male,Bachelor Degree,11100
Aug-22,Northern Territory,Male,Advanced Diploma or Diploma,7100
Aug-22,Northern Territory,Male,Certificate III or IV,18700
Aug-22,Northern Territory,Male,Year 12 or equivalent,9700
Aug-22,Northern Territory,Male,Year 11 or equivalent,2800
Aug-22,Northern Territory,Male,Year 10 or equivalent,5700
Aug-22,Northern Territory,Female,Postgraduate Degree,6200
Aug-22,Northern Territory,Female,Graduate Diploma or Certificate,3000
Aug-22,Northern Territory,Female,Bachelor Degree,14000
Aug-22,Northern Territory,Female,Advanced Diploma or Diploma,6300
Aug-22,Northern Territory,Female,Certificate III or IV,11200
Aug-22,Northern Territory,Female,Year 12 or equivalent,10600
Aug-22,Northern Territory,Female,Year 11 or equivalent,3000
Aug-22,Northern Territory,Female,Year 10 or equivalent,4000
Aug-22,Australian Capital Territory,Male,Postgraduate Degree,27500
Aug-22,Australian Capital Territory,Male,Graduate Diploma or Certificate,7700
Aug-22,Australian Capital Territory,Male,Bachelor Degree,36300
Aug-22,Australian Capital Territory,Male,Advanced Diploma or Diploma,12000
Aug-22,Australian Capital Territory,Male,Certificate III or IV,13900
Aug-22,Australian Capital Territory,Male,Year 12 or equivalent,24700
Aug-22,Australian Capital Territory,Male,Year 11 or equivalent,2400
Aug-22,Australian Capital Territory,Male,Year 10 or equivalent,4100
Aug-22,Australian Capital Territory,Female,Postgraduate Degree,23100
Aug-22,Australian Capital Territory,Female,Graduate Diploma or Certificate,8600
Aug-22,Australian Capital Territory,Female,Bachelor Degree,39400
Aug-22,Australian Capital Territory,Female,Advanced Diploma or Diploma,12400
Aug-22,Australian Capital Territory,Female,Certificate III or IV,12400
Aug-22,Australian Capital Territory,Female,Year 12 or equivalent,22600
Aug-22,Australian Capital Territory,Female,Year 11 or equivalent,2000
Aug-22,Australian Capital Territory,Female,Year 10 or equivalent,4000
Aug-22,Total,Male,Postgraduate Degree,659900
Aug-22,Total,Male,Graduate Diploma or Certificate,206800
Aug-22,Total,Male,Bachelor Degree,1402200
Aug-22,Total,Male,Advanced Diploma or Diploma,679100
Aug-22,Total,Male,Certificate III or IV,1661100
Aug-22,Total,Male,Year 12 or equivalent,1339000
Aug-22,Total,Male,Year 11 or equivalent,277000
Aug-22,Total,Male,Year 10 or equivalent,503400
Aug-22,Total,Female,Postgraduate Degree,669500
Aug-22,Total,Female,Graduate Diploma or Certificate,317200
Aug-22,Total,Female,Bachelor Degree,1663800
Aug-22,Total,Female,Advanced Diploma or Diploma,780800
Aug-22,Total,Female,Certificate III or IV,916600
Aug-22,Total,Female,Year 12 or equivalent,1123700
Aug-22,Total,Female,Year 11 or equivalent,250500
Aug-22,Total,Female,Year 10 or equivalent,445700
Aug-23,New South Wales,Male,Postgraduate Degree,236000
Aug-23,New South Wales,Male,Graduate Diploma or Certificate,67300
Aug-23,New South Wales,Male,Bachelor Degree,492700
Aug-23,New South Wales,Male,Advanced Diploma or Diploma,217100
Aug-23,New South Wales,Male,Certificate III or IV,448400
Aug-23,New South Wales,Male,Year 12 or equivalent,416700
Aug-23,New South Wales,Male,Year 11 or equivalent,67700
Aug-23,New South Wales,Male,Year 10 or equivalent,192300
Aug-23,New South Wales,Female,Postgraduate Degree,237000
Aug-23,New South Wales,Female,Graduate Diploma or Certificate,94800
Aug-23,New South Wales,Female,Bachelor Degree,573700
Aug-23,New South Wales,Female,Advanced Diploma or Diploma,228500
Aug-23,New South Wales,Female,Certificate III or IV,249400
Aug-23,New South Wales,Female,Year 12 or equivalent,351900
Aug-23,New South Wales,Female,Year 11 or equivalent,52300
Aug-23,New South Wales,Female,Year 10 or equivalent,155600
Aug-23,Victoria,Male,Postgraduate Degree,201900
Aug-23,Victoria,Male,Graduate Diploma or Certificate,58600
Aug-23,Victoria,Male,Bachelor Degree,412800
Aug-23,Victoria,Male,Advanced Diploma or Diploma,213500
Aug-23,Victoria,Male,Certificate III or IV,374900
Aug-23,Victoria,Male,Year 12 or equivalent,337600
Aug-23,Victoria,Male,Year 11 or equivalent,93000
Aug-23,Victoria,Male,Year 10 or equivalent,89300
Aug-23,Victoria,Female,Postgraduate Degree,194700
Aug-23,Victoria,Female,Graduate Diploma or Certificate,111300
Aug-23,Victoria,Female,Bachelor Degree,510900
Aug-23,Victoria,Female,Advanced Diploma or Diploma,208600
Aug-23,Victoria,Female,Certificate III or IV,192100
Aug-23,Victoria,Female,Year 12 or equivalent,294800
Aug-23,Victoria,Female,Year 11 or equivalent,78800
Aug-23,Victoria,Female,Year 10 or equivalent,66100
Aug-23,Queensland,Male,Postgraduate Degree,109200
Aug-23,Queensland,Male,Graduate Diploma or Certificate,40800
Aug-23,Queensland,Male,Bachelor Degree,235200
Aug-23,Queensland,Male,Advanced Diploma or Diploma,130800
Aug-23,Queensland,Male,Certificate III or IV,389900
Aug-23,Queensland,Male,Year 12 or equivalent,300900
Aug-23,Queensland,Male,Year 11 or equivalent,47600
Aug-23,Queensland,Male,Year 10 or equivalent,122300
Aug-23,Queensland,Female,Postgraduate Degree,110900
Aug-23,Queensland,Female,Graduate Diploma or Certificate,72900
Aug-23,Queensland,Female,Bachelor Degree,318800
Aug-23,Queensland,Female,Advanced Diploma or Diploma,158500
Aug-23,Queensland,Female,Certificate III or IV,222100
Aug-23,Queensland,Female,Year 12 or equivalent,267200
Aug-23,Queensland,Female,Year 11 or equivalent,41100
Aug-23,Queensland,Female,Year 10 or equivalent,100400
Aug-23,South Australia,Male,Postgraduate Degree,36100
Aug-23,South Australia,Male,Graduate Diploma or Certificate,11800
Aug-23,South Australia,Male,Bachelor Degree,85700
Aug-23,South Australia,Male,Advanced Diploma or Diploma,42100
Aug-23,South Australia,Male,Certificate III or IV,118900
Aug-23,South Australia,Male,Year 12 or equivalent,92800
Aug-23,South Australia,Male,Year 11 or equivalent,40800
Aug-23,South Australia,Male,Year 10 or equivalent,33800
Aug-23,South Australia,Female,Postgraduate Degree,38100
Aug-23,South Australia,Female,Graduate Diploma or Certificate,21300
Aug-23,South Australia,Female,Bachelor Degree,114500
Aug-23,South Australia,Female,Advanced Diploma or Diploma,43900
Aug-23,South Australia,Female,Certificate III or IV,76700
Aug-23,South Australia,Female,Year 12 or equivalent,76900
Aug-23,South Australia,Female,Year 11 or equivalent,35800
Aug-23,South Australia,Female,Year 10 or equivalent,19300
Aug-23,Western Australia,Male,Postgraduate Degree,54900
Aug-23,Western Australia,Male,Graduate Diploma or Certificate,20100
Aug-23,Western Australia,Male,Bachelor Degree,146800
Aug-23,Western Australia,Male,Advanced Diploma or Diploma,71800
Aug-23,Western Australia,Male,Certificate III or IV,211100
Aug-23,Western Australia,Male,Year 12 or equivalent,162200
Aug-23,Western Australia,Male,Year 11 or equivalent,32900
Aug-23,Western Australia,Male,Year 10 or equivalent,72200
Aug-23,Western Australia,Female,Postgraduate Degree,60600
Aug-23,Western Australia,Female,Graduate Diploma or Certificate,33100
Aug-23,Western Australia,Female,Bachelor Degree,167800
Aug-23,Western Australia,Female,Advanced Diploma or Diploma,86200
Aug-23,Western Australia,Female,Certificate III or IV,93200
Aug-23,Western Australia,Female,Year 12 or equivalent,154400
Aug-23,Western Australia,Female,Year 11 or equivalent,31400
Aug-23,Western Australia,Female,Year 10 or equivalent,62400
Aug-23,Tasmania,Male,Postgraduate Degree,12000
Aug-23,Tasmania,Male,Graduate Diploma or Certificate,3700
Aug-23,Tasmania,Male,Bachelor Degree,22400
Aug-23,Tasmania,Male,Advanced Diploma or Diploma,11900
Aug-23,Tasmania,Male,Certificate III or IV,42700
Aug-23,Tasmania,Male,Year 12 or equivalent,20500
Aug-23,Tasmania,Male,Year 11 or equivalent,7700
Aug-23,Tasmania,Male,Year 10 or equivalent,17800
Aug-23,Tasmania,Female,Postgraduate Degree,14200
Aug-23,Tasmania,Female,Graduate Diploma or Certificate,9500
Aug-23,Tasmania,Female,Bachelor Degree,30700
Aug-23,Tasmania,Female,Advanced Diploma or Diploma,14100
Aug-23,Tasmania,Female,Certificate III or IV,22000
Aug-23,Tasmania,Female,Year 12 or equivalent,18700
Aug-23,Tasmania,Female,Year 11 or equivalent,6300
Aug-23,Tasmania,Female,Year 10 or equivalent,17500
Aug-23,Northern Territory,Male,Postgraduate Degree,6300
Aug-23,Northern Territory,Male,Graduate Diploma or Certificate,1900
Aug-23,Northern Territory,Male,Bachelor Degree,10600
Aug-23,Northern Territory,Male,Advanced Diploma or Diploma,6400
Aug-23,Northern Territory,Male,Certificate III or IV,16900
Aug-23,Northern Territory,Male,Year 12 or equivalent,11600
Aug-23,Northern Territory,Male,Year 11 or equivalent,3800
Aug-23,Northern Territory,Male,Year 10 or equivalent,3700
Aug-23,Northern Territory,Female,Postgraduate Degree,6200
Aug-23,Northern Territory,Female,Graduate Diploma or Certificate,3100
Aug-23,Northern Territory,Female,Bachelor Degree,16500
Aug-23,Northern Territory,Female,Advanced Diploma or Diploma,6800
Aug-23,Northern Territory,Female,Certificate III or IV,8500
Aug-23,Northern Territory,Female,Year 12 or equivalent,10900
Aug-23,Northern Territory,Female,Year 11 or equivalent,3500
Aug-23,Northern Territory,Female,Year 10 or equivalent,1800
Aug-23,Australian Capital Territory,Male,Postgraduate Degree,25700
Aug-23,Australian Capital Territory,Male,Graduate Diploma or Certificate,7300
Aug-23,Australian Capital Territory,Male,Bachelor Degree,33900
Aug-23,Australian Capital Territory,Male,Advanced Diploma or Diploma,10900
Aug-23,Australian Capital Territory,Male,Certificate III or IV,21900
Aug-23,Australian Capital Territory,Male,Year 12 or equivalent,22300
Aug-23,Australian Capital Territory,Male,Year 11 or equivalent,2500
Aug-23,Australian Capital Territory,Male,Year 10 or equivalent,7000
Aug-23,Australian Capital Territory,Female,Postgraduate Degree,21600
Aug-23,Australian Capital Territory,Female,Graduate Diploma or Certificate,11200
Aug-23,Australian Capital Territory,Female,Bachelor Degree,39900
Aug-23,Australian Capital Territory,Female,Advanced Diploma or Diploma,12400
Aug-23,Australian Capital Territory,Female,Certificate III or IV,12300
Aug-23,Australian Capital Territory,Female,Year 12 or equivalent,19700
Aug-23,Australian Capital Territory,Female,Year 11 or equivalent,2300
Aug-23,Australian Capital Territory,Female,Year 10 or equivalent,4000
Aug-23,Total,Male,Postgraduate Degree,684400
Aug-23,Total,Male,Graduate Diploma or Certificate,210600
Aug-23,Total,Male,Bachelor Degree,1435800
Aug-23,Total,Male,Advanced Diploma or Diploma,702900
Aug-23,Total,Male,Certificate III or IV,1626100
Aug-23,Total,Male,Year 12 or equivalent,1362700
Aug-23,Total,Male,Year 11 or equivalent,296000
Aug-23,Total,Male,Year 10 or equivalent,538200
Aug-23,Total,Female,Postgraduate Degree,687800
Aug-23,Total,Female,Graduate Diploma or Certificate,358200
Aug-23,Total,Female,Bachelor Degree,1775800
Aug-23,Total,Female,Advanced Diploma or Diploma,761100
Aug-23,Total,Female,Certificate III or IV,873300
Aug-23,Total,Female,Year 12 or equivalent,1197200
Aug-23,Total,Female,Year 11 or equivalent,255600
Aug-23,Total,Female,Year 10 or equivalent,428500
